BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
033990,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034000,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034029,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034030,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034253,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034310,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034400,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034420,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034880,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
034938,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
035000,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
035899,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
035980,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
035990,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
040094,"PRIVATE LABEL",DEBIT,,"BNP PARIBAS FORTIS",+3227626000,http://www.bnpparibasfortis.be,BE,BEL,BELGIUM
042005,"PRIVATE LABEL",DEBIT,,"TBI BANK",,,BG,BGR,BULGARIA
050000,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050340,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050349,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050360,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050409,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050489,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
050800,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
051040,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
051169,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
051425,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
051429,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
051560,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
052160,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
052560,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
052620,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
052960,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
052970,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053089,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053365,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053366,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053720,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053850,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053870,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053901,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
053920,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
054140,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
054240,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
054280,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
054840,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
054960,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
055500,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
055840,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
055849,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
056400,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
056760,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
056960,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057041,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057155,"PRIVATE LABEL",CREDIT,STANDARD,"CHINA MERCHANTS BANK",95555,https://english.cmbchina.com,CN,CHN,CHINA
057488,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057720,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057725,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057878,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
057920,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
058240,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
058569,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060108,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060300,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060301,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060400,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060450,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060500,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060550,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060552,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060600,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060650,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060800,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060850,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060900,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
060950,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061100,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061150,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061300,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061450,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061500,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061551,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061600,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061650,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061700,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061750,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061950,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
061952,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062200,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062258,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062306,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062307,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062308,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062450,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062600,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062700,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062800,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
062950,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063100,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063150,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063408,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063458,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063700,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063800,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
063858,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
069060,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
069150,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
069300,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
072005,"PRIVATE LABEL",DEBIT,,"TBI BANK",,,BG,BGR,BULGARIA
080000,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
080004,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
084250,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
084610,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
085620,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
089310,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
095008,PAGOBANCOMAT,DEBIT,,,,,IT,ITA,ITALY
100001,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100002,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100003,"LOCAL BRAND",DEBIT,CLASSIC,"FEDERAL BANK",+9118004201199,https://www.federalbank.co.in,IN,IND,INDIA
100004,"LOCAL BRAND",DEBIT,CLASSIC,"CENTRAL BANK OF INDIA",+911800221911,https://www.centralbankofindia.co.in,IN,IND,INDIA
100005,"LOCAL BRAND",DEBIT,CLASSIC,"BANK OF INDIA",+9118001031906,https://www.bankofindia.co.in,IN,IND,INDIA
100006,"LOCAL BRAND",DEBIT,PREPAID,"UCO BANK",+9118002740123,https://www.ucobank.com,IN,IND,INDIA
100007,"LOCAL BRAND",DEBIT,PREPAID,"RBL BANK",+912261156300,https://www.rblbank.com,IN,IND,INDIA
100008,"LOCAL BRAND",DEBIT,PREPAID,"BANK OF INDIA",+9118001031906,https://www.bankofindia.co.in,IN,IND,INDIA
100011,"LOCAL BRAND",DEBIT,PREPAID,"RBL BANK",+912261156300,https://www.rblbank.com,IN,IND,INDIA
100013,"LOCAL BRAND",DEBIT,"PREPAID RELOADABLE","ANDHRA BANK",+9118004251515,https://www.andhrabank.in,IN,IND,INDIA
100014,"LOCAL BRAND",DEBIT,CLASSIC,"CANARA BANK",+9118004250018,https://www.canarabank.com,IN,IND,INDIA
100015,"LOCAL BRAND",DEBIT,CLASSIC,"CANARA BANK",+9118004250018,https://www.canarabank.com,IN,IND,INDIA
100016,"LOCAL BRAND",DEBIT,PLATINUM,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100017,"LOCAL BRAND",DEBIT,PLATINUM,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100018,"LOCAL BRAND",DEBIT,PLATINUM,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100019,"LOCAL BRAND",DEBIT,"PREPAID RELOADABLE","AXIS BANK",+9118002335577,http://www.axisbank.com,IN,IND,INDIA
100020,"LOCAL BRAND",DEBIT,CLASSIC,"PUNJAB NATIONAL BANK",+9118001802222,https://www.pnbindia.in,IN,IND,INDIA
100021,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100022,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100023,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100024,"LOCAL BRAND",DEBIT,CLASSIC,"DHANLAXMI BANK",+914876617000,http://www.dhanbank.com,IN,IND,INDIA
100025,"LOCAL BRAND",DEBIT,CLASSIC,"CANARA BANK",+9118004250018,https://www.canarabank.com,IN,IND,INDIA
100026,"LOCAL BRAND",DEBIT,CLASSIC,"BANK OF INDIA",+9118001031906,https://www.bankofindia.co.in,IN,IND,INDIA
100027,"LOCAL BRAND",DEBIT,CLASSIC,"UNITED BANK OF INDIA",+9118003450345,https://www.unitedbank.co.in,IN,IND,INDIA
100030,"LOCAL BRAND",DEBIT,PREPAID,"YES BANK",+918776598044,https://www.yesbank.in,IN,IND,INDIA
100031,"LOCAL BRAND",DEBIT,PREPAID,"AXIS BANK",+9118002335577,http://www.axisbank.com,IN,IND,INDIA
100032,"LOCAL BRAND",DEBIT,"PREPAID RELOADABLE","YES BANK",+918776598044,https://www.yesbank.in,IN,IND,INDIA
100033,"LOCAL BRAND",DEBIT,PREPAID,"ANDHRA BANK",+9118004251515,https://www.andhrabank.in,IN,IND,INDIA
100034,"LOCAL BRAND",DEBIT,PLATINUM,"CANARA BANK",+9118004250018,https://www.canarabank.com,IN,IND,INDIA
100035,"LOCAL BRAND",DEBIT,CLASSIC,"PUNJAB NATIONAL BANK",+9118001802222,https://www.pnbindia.in,IN,IND,INDIA
100036,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100037,"LOCAL BRAND",DEBIT,CLASSIC,"SHAMRAO VITHAL CO-OPERATIVE BANK",+912266999701,https://www.svcbank.com,IN,IND,INDIA
100038,"LOCAL BRAND",DEBIT,CLASSIC,"ICICI BANK",+918664242448,https://www.icicibank.com,IN,IND,INDIA
100039,"LOCAL BRAND",DEBIT,CLASSIC,"STATE BANK OF INDIA",+911800112211,https://sbi.co.in,IN,IND,INDIA
100075,"PRIVATE LABEL",DEBIT,,"CHINA CITIC BANK","22 876 767",https://www.cncbinternational.com,CN,CHN,CHINA
100100,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100101,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100102,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100103,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100104,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100105,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100106,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100107,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100108,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100109,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100110,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100111,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100112,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100113,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100114,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100115,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100116,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100117,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100118,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100119,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100120,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100121,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100122,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100123,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100124,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100125,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100126,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100127,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100128,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100129,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100130,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100131,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100132,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100133,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100134,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100135,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100136,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100137,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100138,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100139,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100140,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100141,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100142,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100143,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100144,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100145,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100146,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100147,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100148,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100149,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100150,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100151,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100152,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100153,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
100154,UATP,CREDIT,UATP,"AMERICAN AIRLINES (AA)",+18004337300,https://www.aa.com,US,USA,"UNITED STATES"
